Ngay,Lo_1_San_Luong,Lo_1_Bot_Song,Lo_1_MNBS1_chuyen_qua_MNBS2,Lo_1_Than,Lo_1_Chat_Dot,Lo_1_Carbon,Lo_2_San_Luong,Lo_2_Bot_Song,Lo_2_Than,Lo_2_Chat_Dot,Lo_2_Carbon,Ton_Kho_Bot_Song,Ton_Kho_Than,Ton_Kho_Chat_Dot,Ton_Kho_Carbon
9/27/2021,0,0,0,0,0,0,4015,6222,546.7132478,0,0,29215,12510.85073,5.901,0
9/28/2021,0,0,0,0,0,0,4022,6233,546.4937879,0,0,28742,11964.35694,5.901,0
9/29/2021,0,0,0,0,0,0,4014,6221,540.8556588,0,0,30151,11405.47128,5.901,0
9/30/2021,0,0,0,0,0,0,4010,6215,532.5781507,0,0,26382,9700.24,5.901,0
10/1/2021,0,0,0,0,0,0,4038,6258,540.5,0,0,27833,11326.5,5.901,0
10/2/2021,0,0,0,0,0,0,4059,6290,541.04,0,0,29368,11785.46,5.901,0
10/3/2021,0,0,0,0,0,0,4062,6295,543.79,0,0,28998,12541.67,5.901,0
10/4/2021,0,0,0,0,0,0,4002,6202,536.83,0,0,29052,13504.84,5.901,0
10/5/2021,0,0,0,0,0,0,3908,6056,528.61,0,0,28135,14176.23,5.901,0
10/6/2021,0,0,0,0,0,0,3045,4719,408.29,0,0,25418,13767.94,5.901,0
10/7/2021,0,0,0,0,0,0,4083,6328,548.49,0,0,26205,14419.45,5.901,0
10/8/2021,0,0,0,0,0,0,4120,6385,550.3943246,0,0,27697,13869.05568,5.901,0
10/9/2021,433,684,0,75.34,0,0,4090,6338,557.24,0,0,29173,15636.47568,5.901,0
10/10/2021,2859,4519,0,430.18,0,0,3955,6129,535.81,0,0,30663,16670.48568,5.901,0
10/11/2021,2946,4657,0,442.587151,0,0,4016,6224,538.7950878,0,0,30241,15689.10344,5.901,0
10/12/2021,2241,3542,0,340.8725776,0,0,4009,6213,543.7197724,0,0,29854,16754.51109,5.901,0
10/13/2021,2959,4677,0,457.11,0,0,3904,6050,538.18,0,0,31647,16709.22109,5.901,0
10/14/2021,2978,4707,0,459.69,0,0,3976,6162,547.63,0,0,29794,15676.29333,5.901,0
10/15/2021,2805,4434,0,425.32,0,0,3969,6151,544.61,0,0,31470,14706.36333,44.901,0
10/16/2021,3005,4750,0,463.23,0,0,4010,6215,550.97,0,0,29970,13692.16333,95.901,0
10/17/2021,2902,4587,0,446.36,0,0,4019,6228,549.8,0,0,30290,13496.00333,168.901,0
10/18/2021,3010,4758,0,458.55,0,0,4006,6208,542.68,0,0,30203,12494.77333,258.901,0
10/19/2021,3032,4793,0,463.12,0,0,3971,6154,480.82,0,0,29349,11550.83333,223.648,0
10/20/2021,3012,4761,0,460.49,0,0,4023,6235,486.46,0,0,28021,11601.94333,153.177,0
10/21/2021,3013,4763,0,459.66,0,0,4002,6202,479.03,53.964,0,23885,11913.25333,110.937,0
10/22/2021,3005,4750,0,462.32,0,0,4007,6210,476.85,72.252,0,25654,11874.08333,38.685,0
10/23/2021,3002,4745,0,460.24,0,0,4004,6205,547.3,0,0,27090,12066.54333,93.685,0
10/24/2021,3017,4409,360,453.71,0,0,4005,6207,536.21,0,0,28896,11076.62333,135.685,0
10/25/2021,3029,4518,270,461.93,0,0,4005,6207,544.98,0,0,28565,11069.71333,189.685,0
10/26/2021,3022,4462,315,463.27,0,0,4022,6233,548.93,0,0,29138,11257.51333,189.685,0
10/27/2021,2176,3215,225,325.2374639,0,0,4012,6218,545.3883671,0,0,28129,12286.88749,258.685,0
10/28/2021,3036,4799,0,463.1363636,0,0,4066,6301,551.9801126,0,0,26349,11271.77102,368.685,0
10/29/2021,3011,4759,0,461.3,0,0,4026,6239,487.3,0,0,27768,7046.018035,361.285,0
10/30/2021,3020,4774,0,464.5,0,0,4032,6249,487.81,0,0,29355,6093.708035,333.885,0
10/31/2021,3028,4501,285,466.92,0,0,4035,6253,487.18,0,0,29460,5139.608035,292.695,0
11/1/2021,3005,4750,0,461.32,0,0,3965,6145,472.27,0,0,29191,12537.81803,244.795,0
11/2/2021,3037,4801,0,468.04,0,0,4028,6242,482.98,10.599,0,30416,13786.79803,219.795,0
11/3/2021,3026,4414,345,465.49,0,0,4025,6238,466.01,115.032,0,30043,12855.29803,194.763,0
11/4/2021,3012,4422,315,462.5917338,0,0,4050,6277,463.1368063,16.2,0,29765,12779.56949,142.563,0
11/5/2021,3022,4657,120,463.9007212,0,0,4056,6286,460.0595369,35.5,0,26332,11855.60924,88.063,0
11/6/2021,3052,4464,360,467.2356096,0,0,4076,6317,464.66,113.063,0,27557,11773.71363,37.863,0
11/7/2021,2992,4369,360,460,0,0,4107,6365,483.89,29.55,0,28884,11879.82363,35.313,0
11/8/2021,3001,4414,330,459.2,0,0,4030,6246,493.69,80,0,29721,11376.93363,40.313,0
11/9/2021,2974,4566,135,456.27,0,0,4103,6359,480.8,24.2,0,25959,12739.86363,31.113,0
11/10/2021,2980,4350,360,458.4,0,0,4105,6362,533.73,40.113,0,27137,12747.73363,0,0
11/11/2021,2965,4357,330,454.22,0,0,4108,6366,565.51,0,0,27809,13028.00363,0,0
11/12/2021,2986,4360,360,456.76,0,0,4108,6366,563.3468547,0,0,29247,13857.89677,0,0
11/13/2021,3002,4385,360,458.61,0,0,4115,6377,564.6719423,0,0,30716,15034.61483,0,0
11/14/2021,3005,4540,210,458.75,0,0,4105,6362,564.43,0,0,29024,15061.43483,0,0
11/15/2021,2274,3595,0,339.69,0,0,0,0,0,0,0,28431,16821.74483,0,0
11/16/2021,3006,4752,0,459.24,0,0,0,0,0,0,0,28224,17162.50483,0,0
11/17/2021,3012,4761,0,461.14,0,0,0,0,0,0,0,27928,17901.36483,0,0
11/18/2021,3018,4771,0,462.5225563,0,0,0,0,0,0,0,27839,17438.84227,0,0
11/19/2021,3012,4761,0,462.36,0,0,0,0,0,0,0,27783,16976.48227,0,0
11/20/2021,3002,4745,0,460.12,0,0,0,0,0,0,0,27704,16516.36227,0,0
11/21/2021,2974,4701,0,456.46,0,0,0,0,0,0,0,27856,16059.90227,0,0
11/22/2021,3002,4745,0,459.54,0,0,0,0,0,0,0,27436,15600.36227,0,0
11/23/2021,3006,4752,0,459.67,0,0,0,0,0,0,0,24396,17490.69227,0,0
11/24/2021,3012,4761,0,459.95,0,0,0,0,0,0,0,24268,19030.74227,0,0
11/25/2021,3014,4764,0,460.75,0,0,0,0,0,0,0,23634,19784.56753,0,0
11/26/2021,3015,4766,0,464.61,0,0,0,0,0,0,0,23730,21569.95753,0,0
11/27/2021,3010,4758,0,464.71,0,0,0,0,0,0,0,21436,23605.24753,0,0
11/28/2021,3001,4744,0,462.07,0,0,0,0,0,0,0,20371,23143.17753,0,0
11/29/2021,2920,4616,0,449.82,0,0,0,0,0,0,0,20755,22626.05856,0,0
11/30/2021,2951,4665,0,454.87,0,0,0,0,0,0,0,21115,11066.66918,0,0
12/1/2021,2968,4692,0,457.91,0,0,0,0,0,0,0,21262,22768.21918,53,0
12/2/2021,3006,4752,0,463.54,0,0,1110,1720,193.97,0,0,19610,22110.70918,0,0
12/3/2021,3002,4610,135,462.5976548,0,0,3980,6168,527.14,0,0,16553,21120.97153,0,0
12/4/2021,2962,4367,315,455.1410511,0,0,4038,6258,544.03,0,0,17403,20121.80048,0,0
12/5/2021,3003,4447,300,462.21,0,0,3728,5777,513.9,0,0,17938,19145.69048,0,0
12/6/2021,3012,4431,330,463.54,0,0,4032,6249,547.17,0,0,19070,18134.98048,0,0
12/7/2021,3018,4501,270,464.22,0,0,3908,6056,531.34,0,0,18299,17139.42048,0,0
12/8/2021,2929,4450,180,449.42,0,0,3902,6047,529.37,0,0,18896,16160.63048,0,0
12/9/2021,3023,4568,210,465.42,0,0,4096,6348,554.3,0,0,17348,15140.91048,0,0
12/10/2021,3002,4400,345,462.54,0,0,4142,6419,560.8,0,0,18191,14692.52048,0,0
12/11/2021,2932,4275,360,452.0775579,0,0,4135,6408,557.82,0,0,19663,15301.65292,0,0
12/12/2021,2980,4365,345,458.96,0,0,4106,6363,551.99,0,0,20787,14842.25292,360,0
12/13/2021,2902,4437,150,447.7906195,0,0,1683,2608,207.82,0,0,21535,14719.59044,425.619,0
12/14/2021,2646,4003,180,405.25,0,0,2170,3363,206.87,0,0,22061,14962.61044,455.619,0
12/15/2021,3012,4761,0,457.95,0,0,3962,6140,485.27,0,0,20283,14019.39044,384.219,0
12/16/2021,3018,4635,285,454.32,0,0,4092,6342,465.03,0,0,19916,14180.04044,384.219,0
12/17/2021,3014,4764,0,456.4,0,0,3102,4807,356.61,0,0,21184,15467.03044,386.035,0
12/18/2021,3016,4767,0,457.69,0,0,4185,6486,475.29,63.795,0,21341,14534.05044,346.435,0
12/19/2021,1859,2939,0,281.83,0,0,4132,6404,463.97,126,0,22328,14568.25044,270.435,0
12/20/2021,2437,3372,0,339.4995591,0,0,4002,6202,464.7463739,0,0,23907,14664.0045,121.705,0
12/21/2021,0,0,0,0,0,0,4030,6246,471.24,99,0,21621,14209.44198,112.705,0
12/22/2021,0,0,0,0,0,0,3939,6104,488.33,60.75,0,22765,13721.11406,146.955,0
12/23/2021,0,0,0,0,0,0,4108,6366,553.4910556,0,0,23613,13167.62301,146.955,0
12/24/2021,0,0,0,0,0,0,4104,6360,553.9,0,0,24540,12651.82224,146.955,0
12/25/2021,0,0,0,0,0,0,4019,6228,479.29,12,0,24582,12172.53224,59.205,0
12/26/2021,0,0,0,0,0,0,4025,6238,473.63,89.205,0,25814,11698.90224,31.219,0
12/27/2021,0,0,0,0,0,0,4075,6315,529.54,0,0,25604,11170.0678,0,0
12/28/2021,0,0,0,0,0,0,4106,6363,553.78,0,0,22706,10616.2878,0,0
12/29/2021,0,0,0,0,0,0,4121,6387,555.16,0,0,23816,10066.7478,0,0
12/30/2021,0,0,0,0,0,0,4186,6487,565.52,0,0,24774,9501.227796,0,0
12/31/2021,0,0,0,0,0,0,4190,6493,565.4,0,0,25787,8936.80152,0,0
1/1/2022,0,0,0,0,0,0,4202,6512,565.29,0,0,26790,11135.52152,0,0
1/2/2022,0,0,0,0,0,0,4190,6493,563.01,0,0,27795,10572.51152,0,0
1/3/2022,0,0,0,0,0,0,4171,6464,559.47,0,0,28204,10013.04152,0,0
1/4/2022,0,0,0,0,0,0,4146,6425,557.47,0,0,25696,9455.57152,0,0
1/5/2022,0,0,0,0,0,0,4180,6478,560.28,0,0,26724,8895.29152,160,0
1/6/2022,0,0,0,0,0,0,4055,6284,479.87,0,0,28147,10555.42152,186.92,0
1/7/2022,0,0,0,0,0,0,3905,6052,476.08,0,0,29784,11159.34152,237.22,0
1/8/2022,0,0,0,0,0,0,4015,6222,470.75,0,0,29692,12858.59152,217.02,0
1/9/2022,0,0,0,0,0,0,4082,6326,478.21,0,0,30397,13580.38152,177.015,0
1/10/2022,0,0,0,0,0,0,4090,6338,472.26,0,0,29037,13108.12152,139.515,0
1/11/2022,0,0,0,0,0,0,4102,6357,477.3,0,0,30297,13680.82152,140.64,0
1/12/2022,0,0,0,0,0,0,4105,6362,469.17,115.655,0,29326,13211.65152,114.985,0
1/13/2022,0,0,0,0,0,0,4108,6366,485.38,0,0,30142,12726.27152,137.12,0
1/14/2022,0,0,0,0,0,0,4106,6363,466.14,0,0,31461,12319.04152,195.77,0
1/15/2022,0,0,0,0,0,0,4110,6369,465.91,0,0,30652,12853.13152,186.27,0
1/16/2022,0,0,0,0,0,0,4115,6377,461.16,131.8,0,31925,13591.97152,134.47,0
1/17/2022,0,0,0,0,0,0,4112,6373,457.94,0,0,33143,13134.03152,120.57,0
1/18/2022,0,0,0,0,0,0,4075,6315,466.35,102.345,0,29382,12667.68152,93.679,0
1/19/2022,0,0,0,0,0,0,4065,6300,527.87,0,0,28527,12139.81152,155.17,0
1/20/2022,0,0,0,0,0,0,4078,6320,552.541,0,0,25184,11587.27052,252.17,0
1/21/2022,0,0,0,0,0,0,3710,5750,493.01,0,0,26421,12294.26052,306.595,0
1/22/2022,0,0,0,0,0,0,3966,6146,456.634,0,0,28159,12837.62652,265.995,0
1/23/2022,0,0,0,0,0,0,4090,6338,462.16,0,0,29480,12375.46652,196.715,0
1/24/2022,0,0,0,0,0,0,4002,6202,455.2553552,0,0,30241,13970.21116,150.465,0
1/25/2022,0,0,0,0,0,0,4020,6230,448.63,88,0,31901,14558.84788,78.665,0
1/26/2022,0,0,0,0,0,0,4002,6202,452.11,0,0,33528,15006.73788,0,0
1/27/2022,1623,2385,180,242.59,0,0,3028,4693,393.98,0,0,32574,16470.16788,31.57,0
1/28/2022,2616,3735,400,405.65,0,0,4028,6242,476.81,0,0,33446,10552.14052,0,0
1/29/2022,2924,4182,440,449.76,0,0,3788,5870,515.84,0,0,34860,9586.54052,60,0
1/30/2022,2936,4521,120,451.64,0,0,1508,2337,190.3,0,0,34713,8944.60052,65.928,0
1/31/2022,2966,4208,480,450.4,0,0,4005,6207,525.16,0,0,36259,7969.04052,0,0
2/1/2022,2972,4378,320,458.4085529,0,0,4018,6227,561.26,0,0,35150,13246.61197,0,0
2/2/2022,2975,4243,460,459.523,0,0,4116,6379,566.2,0,0,36172,12220.88897,0,0
2/3/2022,2980,4470,240,459.79,0,0,4145,6424,572.31,0,0,33692,11188.78897,0,0
2/4/2022,2952,4286,380,456.294,0,0,3905,6052,556.55,0,0,33892,11175.94497,0,0
2/5/2022,2905,4192,400,450.12,0,0,4155,6439,571.64,0,0,34287,11354.18497,0,0
2/6/2022,2931,4213,420,452.2885333,0,0,4160,6447,570.19,0,0,35016,11231.70643,0,0
2/7/2022,2972,4218,480,458.74,0,0,4170,6462,570.09,0,0,36153,10202.87643,90,0
2/8/2022,2982,4394,320,459.42,0,0,4128,6397,503.63,0,0,33600,11499.82643,127.747,0
2/9/2022,2975,4418,285,458.5764,0,0,4132,6404,546.99,0,0,33576,10494.26003,0,0
2/10/2022,2792,4248,165,431.84,0,0,4102,6357,562.22,0,0,30548,11700.20003,0,0
2/11/2022,3002,4430,315,471.14,0,0,4125,6393,537.23,0,0,30997,10731.83003,7.3,0
2/12/2022,3004,4388,360,461.43,0,0,4112,6373,498.19,26,0,32537,10572.21003,6.8,0
2/13/2022,2845,4789,360,440.06,0,0,4134,6407,511.52,0,0,33656,9620.630034,70.52,0
2/14/2022,3008,4395,360,465.01,0,0,4144,6422,523.27,0,0,35322,11082.35003,79.02,0
2/15/2022,3015,4766,0,469.34,0,0,4138,6413,524.1,0,0,33968,10088.91003,135.538,0
2/16/2022,3018,4771,0,465.08,0,0,4145,6424,480.71,28.895,0,35633,9143.120034,138.643,0
2/17/2022,3022,4777,0,464.28,0,0,4151,6433,544.4068872,0,0,36706,9334.433147,248.818,0
2/18/2022,3028,4786,0,469.97,0,0,4162,6450,479.623,0,0,32768,9584.840147,244.693,0
2/19/2022,3022,4777,0,469.95,0,0,4170,6462,481.93,0,0,34397,9732.960147,237.843,0
2/20/2022,3026,4783,0,470.09,0,0,4175,6470,480.54,0,0,34731,9882.330147,213.573,0
2/21/2022,3018,4771,0,464.08,0,0,4177,6473,495.91,43.153,0,36000,11203.48293,0,0
2/22/2022,3001,4744,0,470.6,0,0,4105,6362,512.82,0,0,37315,12770.06293,37.79,0
2/23/2022,3005,4750,0,471.64,0,0,4145,6424,461.16,30,0,36979,13037.26293,0,0
2/24/2022,2501,3953,0,375.39,0,0,4174,6469,528.95,15,0,33996,12132.92293,18,0
2/25/2022,3004,4748,0,462.3,0,0,4178,6475,533.878,0,0,35320,12036.74493,62.45,0
2/26/2022,2805,4434,0,430.54,0,0,4188,6490,495.76,25,0,36869,11110.44493,0,0
2/27/2022,3004,4748,0,455.98,0,0,4190,6493,568.34,0,0,38269,11186.12493,25,0
2/28/2022,2952,4666,0,457.189,0,0,4192,6497,496.49,39.284,0,34360,9076.140147,0,0
3/1/2022,2932,4275,360,458.29,0,0,4205,6517,569,0,0,35819,15898.21015,0,0
3/2/2022,2902,4227,360,451.91,0,0,4208,6521,568.47,0,0,36925,14877.83015,0,0
3/3/2022,2968,4392,300,460.53,0,0,4202,6512,498.96,0,0,35910,14788.34015,57.5,0
3/4/2022,2956,4373,300,461.52,0,0,4168,6459,522.53,46,0,36156,13804.29015,0,0
3/5/2022,2986,4405,315,466.8,0,0,4204,6515,569.74,0,0,36392,13917.75015,0,0
3/6/2022,2975,4403,300,464.71,0,0,4208,6521,576.18,0,0,35681,13976.86015,40,0
3/7/2022,2964,4370,315,462.82,0,0,4216,6534,584.96,0,0,35972,14929.08015,40,0
3/8/2022,2982,4564,150,464.23,0,0,4240,6571,553.1,40,0,32928,13911.75015,0,0
3/9/2022,2974,4341,360,463.3,0,0,4235,6563,490.99,15,0,34217,14107.46015,0,0
3/10/2022,2986,4360,360,448.32,0,0,4238,6568,485.04,30,0,35496,14991.79638,0,0
3/11/2022,2926,4295,330,440.97,0,0,4232,6559,505.0437361,16,0,36510,14810.47306,0,0
3/12/2022,2932,4290,345,446.09,0,0,4245,6579,509.5152936,17,0,37415,16114.86776,0,0
3/13/2022,2915,4398,210,445.19,0,0,3004,4655,418.0824451,0,0,37502,16201.59532,131,0
3/14/2022,2953,4518,150,437.37,0,0,4047,6272,584.61,0,0,34699,16249.61089,131,0
3/15/2022,2973,4699,0,444.44,0,0,4017,6225,493.43,0,0,31633,16941.74089,200.75,0
3/16/2022,2983,4715,0,457.6602261,0,0,3177,4924,385.36,0,0,31841,16098.72066,177.87,0
3/17/2022,2969,4693,0,479.44,0,0,3677,5698,430.33,0,0,34218,15188.95066,165.282,0
3/18/2022,2964,4685,0,484.82,0,0,3715,5757,446.32,0,0,35639,14257.81066,174.782,0
3/19/2022,2975,4703,0,474.1360482,0,0,4008,6211,479.65,0,0,37239,13304.02462,125.782,0
3/20/2022,2979,4709,0,447.83,0,0,4062,6295,491.72,103,0,38698,12364.47462,112.782,0
3/21/2022,3002,4745,0,451.27,0,0,4086,6332,480.31,34,0,37199,11432.89462,0,0
3/22/2022,2867,4532,0,444.73,0,0,3915,6067,485.69,0,0,38459,10505.36462,35.59,0
3/23/2022,2901,4586,0,437.65,0,0,4010,6215,480.63,0,0,39258,9587.084616,60.9,0
3/24/2022,2917,4611,0,436.28,0,0,4029,6244,451.9929304,28.5,0,39858,8723.245113,0,0
3/25/2022,2907,4595,0,446.212,0,0,4086,6332,517.75,30,0,35952,9099.283113,0,0
3/26/2022,2979,4709,0,460.25,0,0,4112,6373,489.98,0,0,37248,9479.053113,0,0
3/27/2022,3015,4766,0,468.41,0,0,4092,6342,531.81,20.3,0,38245,9478.833113,29.7,0
3/28/2022,2957,4674,0,460.11,0,0,4105,6362,508.04,10.2,0,35364,10640.68311,19.5,0
3/29/2022,2985,4718,0,468.15,0,0,4102,6357,517.4,17,0,34851,10405.13311,15.5,0
3/30/2022,3014,4764,0,471.77,0,0,4117,6380,501.74,30.5,0,35824,9431.623113,0,0
3/31/2022,3017,4769,0,479.8029666,0,0,4190,6493,539.43,22.599,0,34275,4362.390147,0,0
4/1/2022,3007,4753,0,478.68,0,0,4205,6517,607.92,0,0,34789,7370.990147,52,0
4/2/2022,2955,4671,0,460.76,0,0,4180,6478,518.9800723,0,0,36261,7591.250074,0,0
4/3/2022,2936,4641,0,457.02,0,0,4178,6475,550.9799277,0,0,38077,7433.250147,0,0
4/4/2022,3003,4339,408,459.07,0,0,4228,6552,556.84,0,0,37356,7447.340147,0,0
4/5/2022,3005,4512,238,458.67,0,0,4204,6515,522.88,30,0,35721,8505.790147,0,0
4/6/2022,3008,4381,374,444.87,0,0,4186,6487,571.07,0,0,37111,8189.850147,83.8,0
4/7/2022,3002,4592,153,471.12,0,0,4056,6286,530.11,0,0,34070,7188.620147,128.55,0
4/8/2022,2985,4310,408,468.89,0,0,4082,6326,479.95,35,0,35654,8299.785155,50.5,0
4/9/2022,2951,4257,408,462.49,0,0,4060,6292,500.7,0,0,37328,9186.595155,0,0
4/10/2022,2952,4394,272,466.63,0,0,3906,6053,572.39,0,0,36824,9277.575155,63,0
4/11/2022,2961,4391,289,468.52,0,0,3908,6056,520.59,0,0,36619,8288.465155,0,0
4/12/2022,2932,4635,0,447.5,0,0,3902,6047,572.51,0,0,36656,9268.455155,0,0
4/13/2022,2925,4624,0,445.78,0,0,3934,6097,470.24,0,0,38303,9552.435155,19.5,0
4/14/2022,2955,4671,0,455.45,0,0,4014,6221,481,30,0,34633,9715.985155,0,0
4/15/2022,2982,4714,0,459.87,0,0,4084,6329,463.31,0,0,36335,9942.805155,0,0
4/16/2022,2990,4726,0,443.3526917,0,0,4104,6360,495.81,33,0,37775,12003.64246,0,0
4/17/2022,2975,4703,0,447,0,0,4114,6376,447.22,50,0,36663,12009.42246,0,0
4/18/2022,2960,4679,0,444.42,0,0,4102,6357,526.55,0,0,38169,12238.45246,0,0
4/19/2022,2942,4650,0,441.98,0,0,3715,5757,480.94,54,0,38827,13715.53246,0,0
4/20/2022,2702,4271,0,417.06,0,0,4105,6362,517.8,0,0,38423,13810.67246,47.734,0
4/21/2022,2978,4588,119,458.21,0,0,4102,6357,428.14,50,0,34517,14524.32246,0,0
4/22/2022,2982,4357,357,458.25,0,0,4184,6484,471.87,0,0,33258,13594.20246,75.2,0
4/23/2022,2964,4277,408,452.84,0,0,4190,6493,550.91,0,0,34696,12590.45246,170.2,0
4/24/2022,2975,4295,408,455.03,0,0,4184,6484,444.53,0,0,36447,11690.89246,162.3,0
4/25/2022,2982,4425,289,451.89,0,0,4116,6379,434.35,100,0,35890,10804.65246,134.1,0
4/26/2022,2986,4363,357,452.18,0,0,4104,6360,439.5,0,0,36782,10041.70246,110.44,0
4/27/2022,2956,4282,391,455.07,0,0,4115,6377,543.82,0,0,36946,9042.812463,248.44,0
4/28/2022,2966,4501,187,455.9,0,0,4005,6207,427.74,145.8,0,34510,9530.392463,201.64,0
4/29/2022,2975,4703,0,456.26,0,0,4015,6222,432.44,140.5,0,36291,7241.687455,200.529,0
4/30/2022,2952,4666,0,453.22316,0,0,4045,6269,447.8625025,127.404,0,32777,6340.59336,109.556,0
5/1/2022,2972,4698,0,445.6051932,0,0,4075,6315,464.8495022,155.529,0,34107,10394.37866,97.027,0
5/2/2022,2902,4587,0,435.11,0,0,4155,6439,596.57,0,0,34774,10912.69866,145.027,0
5/3/2022,2911,4601,0,436.08,0,0,3750,5812,435.67,145.2,0,33563,10040.94866,106.827,0
5/4/2022,2902,4587,0,441.82,0,0,4012,6218,449.62,162.827,0,34662,9149.508665,95,0
5/5/2022,2906,4594,0,443.35,0,0,4088,6335,463.44,158.2,0,32764,8242.718665,62.8,0
5/6/2022,2965,4687,0,471.73,0,0,4024,6236,464.54,149.5,0,34378,7306.448665,115.3,0
5/7/2022,2985,4718,0,474.37,0,0,4110,6369,528.09,80,0,33763,7583.988665,261.3,0
5/8/2022,3004,4748,0,471.25,0,0,4118,6382,483.31,145.828,0,34968,9376.768665,201.472,0
5/9/2022,3009,4756,0,457.11,0,0,4115,6377,527.81,89.372,0,33754,8391.848665,136.1,0
5/10/2022,3003,4747,0,456.65,0,0,4144,6422,527.06,91.4,0,32419,8638.138665,100.7,0
5/11/2022,3015,4766,0,462.49,0,0,4166,6456,531.67,87.86,0,33039,8763.978665,117.84,0
5/12/2022,3018,4771,0,495.87,0,0,4228,6552,598.86,16.3,0,28664,7669.248665,169.54,0
5/13/2022,2947,4658,0,484.5873541,0,0,4105,6362,556.93,69.312,0,29894,7427.731311,192.428,0
5/14/2022,2951,4665,0,487.2421475,0,0,4002,6202,449.72,128,0,31327,7390.769163,145.428,0
5/15/2022,2902,4587,0,480.06,0,0,3771,5844,565.27,0,0,33728,8705.439163,254.43,0
5/16/2022,2427,3836,0,413.22,0,0,3921,6077,539.5,0,0,32710,7752.719163,404.43,0
5/17/2022,2843,4494,0,443.71,0,0,4073,6312,579.09,0,0,29734,8556.663712,399.815,0
5/18/2022,2955,4671,0,499.45,0,0,4061,6294,601.66,0,0,31440,8555.553712,399.815,0
5/19/2022,2986,4720,0,511.73,0,0,4196,6503,608.8700299,0,0,32927,8784.953682,399.815,0
5/20/2022,2976,4704,0,503.1,0,0,4206,6518,556.7272555,85.4,0,32039,7734.882831,314.415,0
5/21/2022,2982,4714,0,519.86,0,0,4201,6511,575.87,0,0,33615,7919.152831,401.415,0
5/22/2022,2988,4723,0,521.9,0,0,4165,6455,604.69,55,0,32155,9172.562831,487.415,0
5/23/2022,2991,4728,0,526.7,0,0,4010,6215,573.87,64.8,0,30842,9451.986776,657.415,0
5/24/2022,2974,4701,0,524.13,0,0,3402,5272,530.86,44,0,29728,9696.996776,749.415,0
5/25/2022,2992,4729,0,524.34,0,0,3885,6021,546.89,68.03,0,29946,8756.259374,952.168,0
5/26/2022,3001,4744,0,477.44,0,0,3910,6060,501.39,90.3,0,31941,10206.82937,861.868,0
5/27/2022,2906,4414,180,465.952,0,0,3935,6098,503.53,66.5,0,28947,10517.34737,901.368,0
5/28/2022,2992,4249,480,520.99,0,0,4003,6204,525.3381467,90.2,0,30825,11401.01923,944.168,0
5/29/2022,2974,4441,260,517,0,0,3963,6142,509.57,125,0,29289,11604.44923,941.168,0
5/30/2022,2984,4377,340,508.78,0,0,3904,6050,522.68,109.3,0,28925,10572.98923,878.715,0
5/31/2022,2970,4695,0,507.823,0,0,3814,5911,510.3,96.58,0,30792,2154.687745,897.38,0
6/1/2022,2956,4673,0,509.29,0,0,3810,5905,525.804,66.85,0,27334,8352.993745,987.53,0
6/2/2022,2097,3315,0,374.57,0,0,4015,6222,506.12,123.5,0,29020,7472.303745,937.03,0
6/3/2022,2542,4018,0,463.28,0,0,3903,6049,519.66,106.5,0,27994,7639.363745,933.53,0
6/4/2022,2558,4043,0,462.94,0,0,4005,6207,533.32,115.2,0,29734,7743.103745,900.33,0
6/5/2022,2942,4650,0,518.63,0,0,4071,6309,583.53,61,0,28847,6640.943745,925.33,0
6/6/2022,2975,4703,0,510.84,0,0,4015,6222,498.85,128.46,0,30852,6731.253745,884.87,0
6/7/2022,2968,4692,0,509.63,0,0,4122,6388,591.3,40.5,0,29824,7950.323745,950.37,0
6/8/2022,2942,4650,0,506.34,0,0,3522,5458,477.14,101.5,0,28949,6966.843745,953.87,0
6/9/2022,2922,4619,0,519.35,0,0,4055,6284,527.79,103.78,0,27050,8385.623745,984.09,0
6/10/2022,2915,4608,0,520.16,0,0,4018,6227,541.2123646,80.2,0,25361,8524.251381,998.89,0
6/11/2022,2912,4603,0,511.32,0,0,4107,6365,533.52,110.3,0,26352,7479.411381,1053.59,0
6/12/2022,2924,4622,0,513.1,0,0,4181,6480,534.11,122.1,0,28135,6432.201381,1066.49,0
6/13/2022,2903,4589,0,511.37,0,0,4188,6490,507.53,144.3,0,30014,5413.301381,1031.19,0
6/14/2022,2908,4597,0,518.84,0,0,4014,6221,471.22,145.5,0,30505,6713.241381,1025.69,0
6/15/2022,2914,4606,0,521.01,0,0,3815,5912,509.02,116.8,0,30625,8083.211381,995.836,0
6/16/2022,2808,4439,0,497.3718806,0,0,4122,6388,490.68,134.85,0,28813,8145.1595,977.714,0
6/17/2022,2902,4587,0,524.98,0,0,4207,6520,535.682244,92.5,0,27847,7868.423313,1016.214,0
6/18/2022,2905,4592,0,526.38,0,0,4247,6582,545.7816977,85,0,29624,6892.261615,1091.214,0
6/19/2022,2852,4508,0,518.5837072,0,0,4114,6376,519.4642277,97.3,0,31501,5854.21368,1115.914,0
6/20/2022,2802,4429,0,510.17,0,0,4204,6515,505.3649804,128.4,0,31807,7136.6787,1032.514,0
6/21/2022,2812,4445,0,513.14,0,0,4251,6588,519.54,117.2,0,30726,6103.9987,1057.314,0
6/22/2022,2912,4603,0,521.756,0,0,4265,6610,500.656,140.2,0,28869,7271.5867,1040.114,0
