Ngay,Nhiet_Do_C,Luong_Mua_mm,Suc_Gio_kmh,Bao,So_Ngay_Tre,Diem_Rui_Ro
2025-02-02,24.4,0.0,11.5,0,0,1.4
2025-02-03,25.7,0.0,24.8,0,0,0.6
2025-02-04,31.0,6.7,13.7,0,0,1.2
2025-02-05,30.0,0.0,15.9,0,0,2.2
2025-02-06,24.1,41.7,25.3,0,1,4.8
2025-02-07,28.4,0.0,15.7,0,0,0.6
2025-02-08,31.0,0.0,14.6,0,0,1.4
2025-02-09,21.3,0.0,9.0,0,0,1.4
2025-02-10,30.2,0.0,22.3,0,0,2.4
2025-02-11,25.3,117.9,47.6,0,3,8.1
2025-02-12,30.3,2.1,7.0,0,0,2.4
2025-02-13,24.9,21.9,14.3,0,0,1.2
2025-02-14,20.8,0.0,13.6,0,0,1.5
2025-02-15,21.5,0.0,10.2,0,0,1.2
2025-02-16,28.2,0.0,17.5,0,0,1.9
2025-02-17,29.0,0.0,11.4,0,0,1.8
2025-02-18,24.4,0.0,25.8,0,0,1.9
2025-02-19,30.6,0.0,21.0,0,0,1.0
2025-02-20,21.4,0.0,16.1,0,0,1.1
2025-02-21,27.7,0.0,20.1,0,0,0.8
2025-02-22,23.2,15.2,23.6,0,0,1.8
2025-02-23,25.4,9.2,14.0,0,0,0.6
2025-02-24,28.2,6.9,12.3,0,0,1.7
2025-02-25,24.6,0.0,15.4,0,0,2.2
2025-02-26,26.5,0.0,19.3,0,0,2.3
2025-02-27,32.0,0.0,15.7,0,0,1.4
2025-02-28,25.7,32.1,13.5,0,1,3.6
2025-03-01,31.3,0.0,11.0,0,0,1.8
2025-03-02,23.5,0.0,14.6,0,0,2.1
2025-03-03,30.1,2.4,15.1,0,0,1.0
2025-03-04,33.8,0.0,24.9,0,0,1.3
2025-03-05,18.1,0.0,8.1,0,0,2.2
2025-03-06,24.8,0.0,17.5,0,0,2.3
2025-03-07,30.3,0.0,22.4,0,0,1.0
2025-03-08,27.2,0.0,26.4,0,0,1.6
2025-03-09,29.5,0.0,13.0,0,0,0.9
2025-03-10,25.6,0.0,17.5,0,0,0.7
2025-03-11,28.3,0.0,17.8,0,0,2.3
2025-03-12,27.4,0.5,16.1,0,0,2.1
2025-03-13,32.7,0.0,14.5,0,0,2.0
2025-03-14,29.0,0.0,17.2,0,0,0.6
2025-03-15,29.4,0.0,2.3,0,0,2.2
2025-03-16,26.4,36.8,25.8,0,1,4.1
2025-03-17,26.0,0.0,15.6,0,0,1.6
2025-03-18,26.3,0.0,13.9,0,0,0.7
2025-03-19,29.6,9.5,27.1,0,0,2.0
2025-03-20,26.3,27.3,17.1,0,0,1.7
2025-03-21,29.2,0.0,13.0,0,0,0.9
2025-03-22,36.3,88.0,42.6,0,2,4.4
2025-03-23,31.5,0.0,10.8,0,0,1.7
2025-03-24,26.7,0.0,12.2,0,0,2.2
2025-03-25,32.8,0.0,14.3,0,0,0.5
2025-03-26,26.4,0.0,19.2,0,0,0.6
2025-03-27,19.8,64.4,28.9,0,1,5.3
2025-03-28,24.0,0.0,8.5,0,0,1.2
2025-03-29,20.5,0.0,12.3,0,0,1.2
2025-03-30,26.6,36.2,19.2,0,1,4.2
2025-03-31,28.1,34.2,21.5,0,1,4.0
2025-04-01,34.7,0.0,17.1,0,0,1.8
2025-04-02,29.3,0.0,17.1,0,0,1.7
2025-04-03,27.1,0.0,6.1,0,0,2.0
2025-04-04,31.3,8.8,22.1,0,0,1.9
2025-04-05,19.2,0.0,16.3,0,0,0.9
2025-04-06,28.9,94.8,40.9,0,2,4.7
2025-04-07,31.1,0.0,17.2,0,0,1.9
2025-04-08,22.1,0.0,20.5,0,0,2.2
2025-04-09,32.6,0.0,17.3,0,0,2.4
2025-04-10,29.4,0.0,21.7,0,0,1.8
2025-04-11,26.3,0.0,17.6,0,0,0.9
2025-04-12,30.5,3.2,15.2,0,0,0.7
2025-04-13,37.1,0.0,26.4,0,0,2.1
2025-04-14,28.7,0.0,19.4,0,0,1.7
2025-04-15,29.0,2.9,18.5,0,0,1.7
2025-04-16,26.2,0.0,8.6,0,0,2.1
2025-04-17,24.6,73.8,23.3,0,1,5.6
2025-04-18,31.3,0.0,16.5,0,0,0.6
2025-04-19,24.6,0.0,15.7,0,0,2.0
2025-04-20,28.3,0.0,11.9,0,0,2.2
2025-04-21,26.1,0.0,15.7,0,0,1.1
2025-04-22,29.9,0.3,23.0,0,0,1.8
2025-04-23,29.3,0.0,18.5,0,0,1.1
2025-04-24,32.2,0.0,9.3,0,0,2.4
2025-04-25,26.0,0.0,14.4,0,0,0.6
2025-04-26,26.9,0.0,11.0,0,0,1.7
2025-04-27,24.1,37.6,20.6,0,1,4.3
2025-04-28,26.2,0.0,12.9,0,0,0.9
2025-04-29,29.5,0.0,12.6,0,0,1.0
2025-04-30,31.0,63.0,21.3,0,1,5.3
2025-05-01,24.3,0.0,14.4,0,0,0.9
2025-05-02,31.5,0.4,12.3,0,0,0.8
2025-05-03,33.4,0.0,0.4,0,0,2.0
2025-05-04,29.7,0.0,25.3,0,0,1.5
2025-05-05,35.5,0.0,20.4,0,0,2.3
2025-05-06,24.9,8.5,14.8,0,0,0.8
2025-05-07,23.0,1.9,15.5,0,0,1.8
2025-05-08,20.9,0.0,9.1,0,0,1.0
2025-05-09,34.0,0.0,23.5,0,0,0.8
2025-05-10,30.6,0.0,24.5,0,0,1.9
2025-05-11,27.8,0.0,15.8,0,0,1.7
2025-05-12,29.1,0.0,20.1,0,0,2.0
2025-05-13,23.5,90.8,34.0,0,1,4.0
2025-05-14,37.8,0.0,8.3,0,0,1.3
2025-05-15,28.5,0.0,12.9,0,0,2.5
2025-05-16,28.4,0.0,15.7,0,0,1.1
2025-05-17,30.9,0.0,12.7,0,0,1.1
2025-05-18,29.9,0.0,13.9,0,0,1.2
2025-05-19,28.9,0.0,14.5,0,0,1.6
2025-05-20,24.8,28.8,20.4,0,0,1.0
2025-05-21,29.9,0.0,15.3,0,0,2.3
2025-05-22,35.5,0.0,9.7,0,0,1.0
2025-05-23,33.4,0.0,11.4,0,0,2.3
2025-05-24,34.4,2.1,9.0,0,0,0.7
2025-05-25,26.0,13.9,22.7,0,0,1.8
2025-05-26,24.0,0.0,4.5,0,0,2.3
2025-05-27,27.5,26.3,26.0,0,0,0.8
2025-05-28,28.2,0.0,21.9,0,0,2.4
2025-05-29,32.4,0.0,13.5,0,0,1.4
2025-05-30,21.2,0.0,2.0,0,0,2.4
2025-05-31,34.1,0.0,13.2,0,0,1.9
2025-06-01,27.4,0.0,14.7,0,0,1.1
2025-06-02,26.3,46.4,19.2,0,1,3.5
2025-06-03,24.0,18.2,16.1,0,0,0.7
2025-06-04,21.4,0.0,22.7,0,0,0.8
2025-06-05,31.3,0.0,18.3,0,0,0.7
2025-06-06,28.3,0.0,10.4,0,0,1.3
2025-06-07,22.8,0.0,7.0,0,0,2.1
2025-06-08,22.8,0.0,13.4,0,0,0.8
2025-06-09,26.7,0.0,13.9,0,0,0.8
2025-06-10,34.7,0.0,17.5,0,0,1.8
2025-06-11,27.0,2.0,12.7,0,0,0.9
2025-06-12,22.0,0.0,17.6,0,0,0.7
2025-06-13,27.0,0.0,24.7,0,0,0.8
2025-06-14,26.9,17.6,22.6,0,0,2.3
2025-06-15,17.2,0.0,14.8,0,0,2.1
2025-06-16,27.8,0.0,14.1,0,0,1.2
2025-06-17,27.1,0.0,13.2,0,0,1.8
2025-06-18,30.8,0.0,20.9,0,0,1.6
2025-06-19,35.4,20.3,15.9,0,0,1.9
2025-06-20,32.5,0.0,15.2,0,0,1.9
2025-06-21,26.9,0.0,15.3,0,0,1.8
2025-06-22,23.6,43.4,21.2,0,1,3.1
2025-06-23,38.3,15.8,11.3,0,0,1.4
2025-06-24,28.2,31.9,23.0,0,1,5.4
2025-06-25,28.1,0.0,14.7,0,0,2.2
2025-06-26,27.9,0.0,17.5,0,0,2.5
2025-06-27,28.8,5.2,13.4,0,0,0.8
2025-06-28,27.4,2.2,21.5,0,0,1.9
2025-06-29,25.7,0.0,10.6,0,0,1.8
2025-06-30,25.8,0.0,23.6,0,0,2.5
2025-07-01,27.9,0.0,6.3,0,0,2.5
2025-07-02,25.8,50.5,27.3,0,1,4.4
2025-07-03,25.1,0.0,17.4,0,0,2.1
2025-07-04,28.4,0.0,11.0,0,0,0.7
2025-07-05,27.0,0.0,17.1,0,0,2.1
2025-07-06,34.0,0.0,21.4,0,0,2.3
2025-07-07,17.4,8.6,5.6,0,0,1.3
2025-07-08,32.4,0.0,17.5,0,0,1.8
2025-07-09,33.0,23.0,7.1,0,0,1.4
2025-07-10,19.7,13.2,12.8,0,0,1.4
2025-07-11,26.6,0.0,23.1,0,0,1.1
2025-07-12,26.5,0.0,12.1,0,0,2.0
2025-07-13,22.4,0.0,9.1,0,0,2.4
2025-07-14,24.9,11.0,16.2,0,0,2.4
2025-07-15,23.6,0.0,25.3,0,0,0.8
2025-07-16,35.0,0.0,5.8,0,0,2.2
2025-07-17,31.7,11.9,12.1,0,0,2.0
2025-07-18,33.1,0.0,22.5,0,0,1.0
2025-07-19,30.9,21.1,28.5,0,0,0.6
2025-07-20,23.5,0.0,14.5,0,0,1.0
2025-07-21,25.9,0.0,8.8,0,0,2.3
2025-07-22,30.0,0.0,25.5,0,0,1.8
2025-07-23,23.1,15.0,26.0,0,0,1.9
2025-07-24,30.9,0.0,18.4,0,0,1.0
2025-07-25,27.0,21.0,15.1,0,0,1.9
2025-07-26,26.5,6.5,16.0,0,0,0.6
2025-07-27,30.8,0.0,14.2,0,0,1.3
2025-07-28,29.8,33.9,23.4,0,1,4.0
2025-07-29,26.6,0.0,22.3,0,0,2.1
2025-07-30,32.6,0.0,19.4,0,0,1.0
2025-07-31,23.7,0.0,9.6,0,0,1.8
2025-08-01,30.5,17.4,25.4,0,0,1.3
2025-08-02,30.4,0.0,16.6,0,0,1.7
2025-08-03,26.8,0.0,18.4,0,0,0.7
2025-08-04,29.3,0.0,22.3,0,0,0.5
2025-08-05,23.0,0.0,9.4,0,0,2.3
2025-08-06,31.7,0.0,14.8,0,0,1.0
2025-08-07,27.3,7.8,13.9,0,0,2.1
2025-08-08,25.9,3.8,7.9,0,0,2.5
2025-08-09,32.2,0.0,16.7,0,0,0.9
2025-08-10,25.2,0.1,27.6,0,0,1.0
2025-08-11,22.4,0.0,5.8,0,0,1.8
2025-08-12,21.8,39.5,22.7,0,1,6.3
2025-08-13,30.4,0.0,18.2,0,0,1.5
2025-08-14,22.9,0.0,15.6,0,0,2.1
2025-08-15,35.0,0.0,14.4,0,0,0.8
2025-08-16,19.7,0.6,8.6,0,0,2.5
2025-08-17,34.8,0.0,16.2,0,0,2.4
2025-08-18,28.8,0.0,11.2,0,0,0.8
2025-08-19,27.6,0.0,4.1,0,0,1.1
2025-08-20,25.8,0.0,21.0,0,0,0.7
2025-08-21,29.6,0.0,19.8,0,0,1.0
2025-08-22,27.8,7.5,16.8,0,0,2.1
2025-08-23,32.4,22.0,20.5,0,0,1.3
2025-08-24,28.5,0.0,20.4,0,0,0.7
2025-08-25,28.6,8.4,17.8,0,0,1.2
2025-08-26,26.5,0.0,19.5,0,0,2.5
2025-08-27,27.8,14.9,16.5,0,0,1.8
2025-08-28,29.2,8.0,23.2,0,0,1.3
2025-08-29,21.2,0.0,16.6,0,0,0.8
2025-08-30,22.6,96.5,35.3,0,1,6.1
2025-08-31,31.0,0.0,8.6,0,0,1.1
2025-09-01,28.7,0.0,16.4,0,0,0.6
2025-09-02,27.3,16.1,14.1,0,0,0.6
2025-09-03,28.1,0.0,11.8,0,0,0.7
2025-09-04,29.4,0.0,10.9,0,0,1.7
2025-09-05,25.8,0.0,9.7,0,0,2.4
2025-09-06,24.9,36.3,32.9,0,1,5.2
2025-09-07,28.8,0.0,21.7,0,0,1.4
2025-09-08,24.1,0.0,24.6,0,0,1.9
2025-09-09,29.6,15.9,12.1,0,0,2.0
2025-09-10,21.2,61.3,27.6,0,1,3.6
2025-09-11,32.1,0.0,8.5,0,0,1.8
2025-09-12,29.9,0.0,11.5,0,0,0.6
2025-09-13,29.0,0.0,10.4,0,0,1.2
2025-09-14,31.9,0.0,21.2,0,0,1.6
2025-09-15,34.7,0.0,13.0,0,0,2.5
2025-09-16,32.1,12.3,22.8,0,0,1.4
2025-09-17,20.6,0.0,18.0,0,0,2.1
2025-09-18,22.9,0.0,26.5,0,0,1.4
2025-09-19,25.5,0.0,7.6,0,0,2.1
2025-09-20,28.1,14.9,24.3,0,0,1.7
2025-09-21,30.1,0.0,20.7,0,0,2.3
2025-09-22,25.1,6.9,11.5,0,0,1.3
2025-09-23,28.7,0.0,20.0,0,0,1.7
2025-09-24,25.0,0.0,16.7,0,0,1.8
2025-09-25,25.6,0.0,13.9,0,0,1.3
2025-09-26,22.4,0.0,10.9,0,0,0.8
2025-09-27,24.3,0.0,11.4,0,0,0.7
2025-09-28,22.6,0.0,25.2,0,0,0.5
2025-09-29,24.1,0.0,15.0,0,0,2.2
2025-09-30,32.2,29.7,24.9,0,0,1.0
2025-10-01,24.2,0.0,11.0,0,0,0.9
2025-10-02,38.5,8.8,12.9,0,0,2.0
2025-10-03,30.0,0.0,20.4,0,0,1.1
2025-10-04,28.7,0.0,8.3,0,0,1.5
2025-10-05,24.6,0.0,12.9,0,0,0.8
2025-10-06,30.8,0.0,15.2,0,0,2.4
2025-10-07,25.7,0.0,15.6,0,0,2.2
2025-10-08,28.5,0.0,14.1,0,0,2.2
2025-10-09,38.2,0.0,17.0,0,0,1.3
2025-10-10,27.6,0.0,18.5,0,0,2.0
2025-10-11,32.6,0.0,18.7,0,0,0.8
2025-10-12,25.2,18.0,13.7,0,0,0.5
2025-10-13,27.9,6.1,14.8,0,0,0.5
2025-10-14,35.1,57.9,32.6,0,1,4.6
2025-10-15,25.5,64.3,32.3,0,1,3.6
2025-10-16,35.2,0.0,8.1,0,0,1.3
2025-10-17,30.8,0.0,16.8,0,0,1.9
2025-10-18,25.8,14.7,8.1,0,0,1.4
2025-10-19,30.5,0.0,15.2,0,0,2.0
2025-10-20,31.9,0.0,24.5,0,0,1.0
2025-10-21,30.5,0.0,10.3,0,0,2.1
2025-10-22,21.7,0.0,10.8,0,0,1.7
2025-10-23,25.1,0.0,18.8,0,0,0.9
2025-10-24,27.0,14.8,10.2,0,0,1.0
2025-10-25,27.7,0.0,11.8,0,0,1.8
2025-10-26,30.5,0.0,18.0,0,0,2.2
2025-10-27,28.7,2.1,12.2,0,0,1.3
2025-10-28,22.7,0.0,13.8,0,0,1.0
2025-10-29,29.5,0.0,18.7,0,0,2.2
2025-10-30,30.4,0.0,17.1,0,0,1.8
2025-10-31,30.2,48.9,26.1,0,1,4.4
2025-11-01,32.3,17.0,16.7,0,0,0.9
2025-11-02,31.3,0.0,16.9,0,0,1.8
2025-11-03,29.8,24.6,19.3,0,0,1.2
2025-11-04,27.7,0.0,17.3,0,0,2.5
2025-11-05,21.4,7.5,14.0,0,0,1.5
2025-11-06,29.7,12.9,16.7,0,0,1.5
2025-11-07,28.8,14.0,12.8,0,0,1.6
2025-11-08,29.1,0.0,14.8,0,0,2.3
2025-11-09,22.9,13.8,13.7,0,0,2.1
2025-11-10,23.7,18.7,13.2,0,0,1.4
2025-11-11,32.2,0.0,16.3,0,0,1.9
2025-11-12,27.8,32.1,22.5,0,1,4.7
2025-11-13,30.7,0.0,18.9,0,0,0.9
2025-11-14,28.1,0.3,12.9,0,0,1.4
2025-11-15,28.1,0.0,17.0,0,0,1.0
2025-11-16,31.8,32.5,24.3,0,1,5.0
2025-11-17,25.9,0.0,17.2,0,0,2.4
2025-11-18,28.4,0.0,10.9,0,0,1.6
2025-11-19,26.2,0.0,15.7,0,0,1.8
2025-11-20,26.3,0.0,16.8,0,0,1.6
2025-11-21,26.8,0.0,15.0,0,0,0.8
2025-11-22,28.9,0.0,4.6,0,0,1.3
2025-11-23,26.1,0.0,15.8,0,0,0.7
2025-11-24,33.0,0.0,26.1,0,0,1.7
2025-11-25,24.4,0.0,13.2,0,0,1.4
2025-11-26,27.3,41.8,19.7,0,1,4.5
2025-11-27,26.2,0.0,16.9,0,0,0.8
2025-11-28,33.8,21.9,20.9,0,0,1.3
2025-11-29,28.8,4.5,21.9,0,0,2.4
2025-11-30,32.1,0.0,8.7,0,0,1.9
2025-12-01,22.1,0.0,18.7,0,0,1.3
2025-12-02,29.1,40.7,26.1,0,1,3.7
2025-12-03,31.6,0.0,14.3,0,0,2.5
2025-12-04,28.3,0.0,16.7,0,0,1.8
2025-12-05,32.3,0.0,20.1,0,0,1.1
2025-12-06,25.9,41.6,27.7,0,1,3.9
2025-12-07,33.6,0.0,9.3,0,0,2.4
2025-12-08,37.2,0.0,19.1,0,0,0.8
2025-12-09,26.5,27.3,20.1,0,0,1.8
2025-12-10,26.2,31.9,21.7,0,1,4.4
2025-12-11,33.8,0.0,15.4,0,0,2.1
2025-12-12,34.3,0.0,14.2,0,0,1.8
2025-12-13,25.9,30.0,27.0,0,1,5.5
2025-12-14,26.3,0.0,14.6,0,0,0.7
2025-12-15,26.9,0.0,9.4,0,0,1.2
2025-12-16,22.6,0.0,13.0,0,0,1.0
2025-12-17,24.3,9.5,17.8,0,0,2.5
2025-12-18,24.0,0.0,21.1,0,0,1.3
2025-12-19,24.9,11.3,20.3,0,0,2.0
2025-12-20,27.9,8.3,12.4,0,0,1.9
2025-12-21,28.9,0.0,27.4,0,0,0.9
2025-12-22,34.2,0.0,16.3,0,0,1.0
2025-12-23,24.0,0.0,21.4,0,0,1.1
2025-12-24,31.9,0.0,14.2,0,0,1.3
2025-12-25,27.1,0.0,17.7,0,0,1.0
2025-12-26,27.8,2.4,19.7,0,0,0.5
2025-12-27,30.7,0.0,21.1,0,0,2.3
2025-12-28,23.5,14.5,23.2,0,0,2.4
2025-12-29,29.5,0.0,19.4,0,0,1.2
2025-12-30,28.7,0.0,13.4,0,0,1.2
2025-12-31,30.0,0.0,12.1,0,0,0.5
2026-01-01,29.2,0.0,16.7,0,0,1.9
2026-01-02,37.8,35.4,26.7,0,1,4.4
2026-01-03,25.4,0.0,13.9,0,0,0.8
2026-01-04,25.9,0.0,20.3,0,0,2.1
2026-01-05,25.5,0.0,22.3,0,0,1.7
2026-01-06,25.8,0.0,10.4,0,0,0.6
2026-01-07,25.5,0.0,10.8,0,0,1.7
2026-01-08,32.8,0.0,14.3,0,0,1.1
2026-01-09,33.7,35.6,23.7,0,1,4.8
2026-01-10,25.7,0.0,12.4,0,0,2.1
2026-01-11,24.7,27.1,27.2,0,0,1.3
2026-01-12,29.9,0.0,17.1,0,0,2.4
2026-01-13,25.8,0.0,15.2,0,0,1.3
2026-01-14,30.5,0.0,7.8,0,0,2.0
2026-01-15,28.8,0.0,8.4,0,0,1.5
2026-01-16,21.9,0.0,16.4,0,0,2.3
2026-01-17,34.2,0.0,4.3,0,0,2.3
2026-01-18,35.2,0.0,20.1,0,0,0.7
2026-01-19,25.5,0.0,14.2,0,0,2.4
2026-01-20,26.4,0.0,31.2,0,0,2.2
2026-01-21,29.1,17.0,29.9,0,0,2.1
2026-01-22,29.3,0.0,14.1,0,0,0.9
2026-01-23,30.6,0.0,14.5,0,0,2.1
2026-01-24,36.0,0.0,20.0,0,0,2.2
2026-01-25,27.3,0.0,23.5,0,0,1.1
2026-01-26,24.8,0.0,6.8,0,0,2.4
2026-01-27,22.5,0.0,6.1,0,0,0.6
2026-01-28,25.1,0.0,11.9,0,0,0.8
2026-01-29,27.9,0.0,17.9,0,0,1.6
2026-01-30,35.2,0.0,17.5,0,0,1.7
2026-01-31,25.9,0.0,20.3,0,0,1.8
2026-02-01,28.9,0.0,9.0,0,0,0.5
2026-02-02,27.9,0.0,3.4,0,0,2.4
2026-02-03,32.8,0.0,19.3,0,0,0.6
2026-02-04,38.1,166.9,44.2,0,3,8.2
2026-02-05,25.9,0.0,4.9,0,0,1.8
2026-02-06,26.0,0.0,15.7,0,0,2.1
2026-02-07,32.2,0.0,19.0,0,0,0.5
2026-02-08,30.7,25.8,19.5,0,0,1.6
2026-02-09,35.4,0.0,12.7,0,0,1.4
2026-02-10,30.3,0.0,14.2,0,0,1.5
2026-02-11,26.6,0.0,13.1,0,0,0.6
2026-02-12,30.4,0.0,8.3,0,0,1.9
2026-02-13,32.4,0.0,11.4,0,0,1.5
2026-02-14,31.3,0.0,17.6,0,0,2.0
2026-02-15,30.0,58.6,28.3,0,1,3.8
2026-02-16,32.3,0.0,15.8,0,0,1.8
2026-02-17,32.7,8.3,11.7,0,0,0.8
2026-02-18,33.5,1.2,14.3,0,0,2.2
2026-02-19,30.6,0.0,4.1,0,0,1.7
2026-02-20,27.3,0.0,15.9,0,0,0.8
2026-02-21,28.6,0.0,22.1,0,0,2.4
2026-02-22,32.8,0.0,7.6,0,0,1.5
2026-02-23,24.7,0.0,12.1,0,0,0.6
2026-02-24,29.5,25.1,21.7,0,0,1.8
2026-02-25,26.4,11.3,23.5,0,0,1.0
2026-02-26,28.1,0.0,12.8,0,0,2.1
2026-02-27,33.1,0.0,11.5,0,0,2.1
2026-02-28,28.8,0.4,5.2,0,0,2.5
2026-03-01,28.2,43.4,24.2,0,1,4.4
2026-03-02,22.6,29.3,31.1,0,0,2.0
2026-03-03,31.0,0.0,16.4,0,0,0.8
2026-03-04,30.6,0.0,14.9,0,0,1.6
2026-03-05,36.7,0.0,16.6,0,0,1.6
2026-03-06,26.8,0.0,14.9,0,0,0.7
2026-03-07,28.9,0.0,10.9,0,0,1.3
2026-03-08,29.0,0.0,19.1,0,0,2.2
2026-03-09,34.3,0.0,16.1,0,0,2.2
2026-03-10,27.6,0.0,15.1,0,0,0.7
2026-03-11,29.1,0.0,10.1,0,0,0.7
2026-03-12,30.4,0.0,21.5,0,0,1.0
2026-03-13,28.7,0.0,18.3,0,0,2.2
2026-03-14,26.2,0.0,12.2,0,0,0.8
2026-03-15,28.8,0.0,20.0,0,0,1.9
2026-03-16,32.3,14.8,15.5,0,0,0.7
2026-03-17,23.9,0.0,11.1,0,0,1.7
2026-03-18,28.5,0.0,11.2,0,0,1.2
2026-03-19,25.2,0.0,6.1,0,0,2.1
2026-03-20,32.8,79.4,33.2,0,1,4.2
2026-03-21,21.9,0.0,5.8,0,0,1.0
2026-03-22,25.8,0.0,8.9,0,0,1.9
2026-03-23,29.5,0.0,4.6,0,0,2.2
2026-03-24,34.3,0.0,14.6,0,0,0.8
2026-03-25,27.7,0.0,14.2,0,0,2.2
2026-03-26,25.8,0.0,13.4,0,0,1.7
2026-03-27,35.5,49.0,19.6,0,1,3.6
2026-03-28,22.2,0.0,9.1,0,0,0.8
2026-03-29,19.2,27.0,22.7,0,0,1.9
2026-03-30,29.8,1.6,12.6,0,0,2.0
2026-03-31,26.0,0.0,16.6,0,0,0.7
2026-04-01,23.9,33.7,17.3,0,1,5.1
2026-04-02,30.8,0.0,15.9,0,0,2.4
2026-04-03,29.0,0.0,21.5,0,0,1.5
2026-04-04,25.7,0.0,17.9,0,0,2.4
2026-04-05,22.9,0.0,12.9,0,0,1.6
2026-04-06,31.5,0.0,16.3,0,0,1.3
2026-04-07,30.6,0.0,13.8,0,0,2.2
2026-04-08,27.6,0.0,15.0,0,0,1.5
2026-04-09,35.4,0.0,13.4,0,0,1.4
2026-04-10,23.7,0.0,14.2,0,0,1.5
2026-04-11,21.9,0.0,16.1,0,0,2.2
2026-04-12,25.2,0.0,10.0,0,0,2.2
2026-04-13,27.8,0.0,9.9,0,0,1.3
2026-04-14,29.0,5.9,9.2,0,0,1.2
2026-04-15,27.0,0.0,7.0,0,0,1.5
2026-04-16,29.4,18.2,12.6,0,0,1.6
2026-04-17,23.0,0.0,15.8,0,0,1.0
2026-04-18,33.8,0.0,10.5,0,0,2.1
2026-04-19,27.7,0.0,17.6,0,0,1.5
2026-04-20,32.5,0.0,15.2,0,0,1.2
2026-04-21,29.4,0.0,5.2,0,0,0.7
2026-04-22,29.8,28.2,23.9,0,0,1.0
2026-04-23,30.3,0.0,19.1,0,0,2.4
2026-04-24,29.8,54.6,21.0,0,1,3.4
2026-04-25,30.6,48.7,26.8,0,1,4.0
2026-04-26,33.3,97.3,30.2,0,1,3.2
2026-04-27,28.8,23.0,20.1,0,0,1.6
2026-04-28,30.8,0.0,8.7,0,0,1.6
2026-04-29,27.6,0.0,6.0,0,0,1.2
2026-04-30,33.8,0.0,13.1,0,0,1.4
2026-05-01,25.3,0.0,14.4,0,0,2.4
2026-05-02,35.2,0.0,13.0,0,0,1.3
2026-05-03,27.8,76.3,24.3,0,1,3.5
2026-05-04,22.3,0.0,13.0,0,0,1.4
2026-05-05,28.5,0.0,16.3,0,0,2.0
2026-05-06,25.3,0.0,14.8,0,0,0.9
2026-05-07,31.4,0.0,15.9,0,0,1.9
2026-05-08,25.4,0.0,11.6,0,0,0.5
2026-05-09,26.2,16.5,24.2,0,0,1.3
2026-05-10,20.4,0.0,9.1,0,0,2.1
2026-05-11,26.2,0.0,17.4,0,0,1.2
2026-05-12,18.3,0.0,20.9,0,0,1.6
2026-05-13,21.7,0.0,17.4,0,0,0.9
2026-05-14,31.0,0.0,14.0,0,0,2.0
2026-05-15,31.1,0.0,12.4,0,0,0.6
2026-05-16,29.7,0.0,20.2,0,0,2.2
2026-05-17,24.1,0.0,7.9,0,0,0.9
2026-05-18,27.8,0.0,10.1,0,0,2.2
2026-05-19,28.0,0.0,13.0,0,0,1.2
2026-05-20,23.4,0.0,21.2,0,0,1.9
2026-05-21,34.0,0.0,16.9,0,0,1.1
2026-05-22,31.5,0.0,10.2,0,0,2.3
2026-05-23,27.1,0.9,13.6,0,0,0.8
2026-05-24,28.1,0.0,11.9,0,0,0.9
2026-05-25,28.8,0.0,11.5,0,0,1.5
2026-05-26,19.8,0.0,19.9,0,0,0.7
2026-05-27,27.0,0.0,8.1,0,0,0.9
2026-05-28,25.3,0.0,23.0,0,0,2.4
2026-05-29,24.0,0.0,19.1,0,0,2.5
2026-05-30,26.9,12.3,22.9,0,0,1.3
2026-05-31,35.2,0.0,12.7,0,0,2.3
2026-06-01,30.6,0.0,14.3,0,0,1.6
2026-06-02,25.7,0.0,7.8,0,0,1.0
2026-06-03,30.3,0.0,12.4,0,0,1.9
2026-06-04,33.6,0.0,17.5,0,0,1.8
2026-06-05,31.7,0.0,21.5,0,0,2.5
2026-06-06,28.2,14.6,12.4,0,0,1.0
2026-06-07,25.4,0.0,13.2,0,0,1.8
2026-06-08,30.8,0.0,14.2,0,0,0.6
2026-06-09,29.6,7.8,9.6,0,0,0.7
2026-06-10,31.6,0.0,18.0,0,0,0.5
2026-06-11,30.5,9.4,13.3,0,0,2.5
2026-06-12,32.2,0.0,14.0,0,0,2.1
2026-06-13,25.9,5.5,13.8,0,0,2.1
2026-06-14,33.3,0.0,11.1,0,0,1.5
2026-06-15,28.8,108.4,36.7,0,2,5.7
2026-06-16,36.3,42.7,22.5,0,1,4.8
2026-06-17,25.2,0.0,13.1,0,0,1.6
2026-06-18,34.9,17.4,14.8,0,0,0.7
2026-06-19,28.8,0.0,16.6,0,0,0.5
2026-06-20,25.4,0.0,23.3,0,0,0.7
2026-06-21,26.1,0.0,15.7,0,0,1.3
2026-06-22,26.7,0.0,20.0,0,0,2.4
2026-06-23,29.7,0.0,8.0,0,0,1.8
2026-06-24,30.1,0.0,15.8,0,0,2.1
2026-06-25,25.7,0.0,9.5,0,0,1.4
2026-06-26,27.9,13.2,10.2,0,0,1.2
2026-06-27,36.6,33.6,18.0,0,1,4.5
2026-06-28,34.9,0.0,21.0,0,0,2.1
2026-06-29,29.7,0.0,19.8,0,0,0.8
2026-06-30,28.2,0.0,16.2,0,0,1.5
2026-07-01,28.5,0.0,7.3,0,0,1.5
2026-07-02,30.5,0.0,14.0,0,0,1.8
